"","X.1","X","EDCS.ID","publication","province","place","dating_from","dating_to","date_not_before","date_not_after","status","inscription","inscription_conservative_cleaning","inscription_interpretive_cleaning","material","comment","latitude","longitude","language","photo","partner_link","extra_text","extra_html","raw_dating"
"49",301,301,"EDCS-10100775","ILJug-03, 01817 = CILGM 00178 = CILGM 00248","Dalmatia","Bijelo Polje",101,300,101,300,"tituli sacri;  tria nomina;  viri","Herc(uli) Aug(usto) / S(extus) Ael(ius) Dom(i)/tianus p(ius?) / posuit","Herc Aug S Ael Domtianus p posuit","Herculi Augusto Sextus Aelius Domitianus pius posuit","lapis",NA,43.0337081,19.7469527,NA,"http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$CILGM_00248.jpg","http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD034121;bu_ILJug%26bibl_volume=3%26bibl_subvolume=%26bibl_insc=1817",NA,NA,"101 to 300"
"50",308,308,"EDCS-10101893","ILJug-03, 02875 = Liburnia 00096","Dalmatia","Biograd na Moru / Zaravecchia / Nedinum",101,200,101,200,"tituli sacri;  tria nomina;  viri","Baebiu[s] / Priscu[s] / Volcano / v(otum) s(olvit) l(ibens) m(erito)","Baebiu Priscu Volcano v s l m","Baebius Priscus Volcano votum solvit libens merito","lapis",NA,43.9377147,15.4477635,NA,"http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=pp","http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD035659;lu_22971",NA,NA,"101 to 200"
"51",312,312,"EDCS-09300007","AHB p 257 = AE 1976, 00599","Dalmatia","Bioska",201,270,201,270,"tituli sacri;  tria nomina;  viri","In(victo) M(ithrae) / T(itus) Aur(elius) Seve/rus l(ibens) p(osuit)","In M T Aur Severus l p","Invicto Mithrae Titus Aurelius Severus libens posuit",NA,NA,43.853241,19.6670923,NA,"http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=pp","http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD012531;lu_29887",NA,NA,"201 to 270"
"52",313,313,"EDCS-30200393","CIL 03, 14613 = ILJug-03, 01497 = ILJug-03, 01515 = AHB p 257 = AE 1901, 00129 = AE 1902, 00036","Dalmatia","Bioska",151,200,151,200,"ordo decurionum;  tituli sacri;  tria nomina;  viri","I(ovi) O(ptimo) Par(thino) / Aur(elius) Dasius / IIvir / v(otum) s(olvit) l(ibens) m(erito)","I O Par Aur Dasius II vir v s l m","Iovi Optimo Parthino Aurelius Dasius II vir votum solvit libens merito",NA,NA,43.853241,19.6670923,NA,"http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=pp","http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD031791;lu_29926;1ae1901-38;1ae1902-10",NA,NA,"151 to 200"
"53",314,314,"EDCS-10100513","ILJug-03, 01516","Dalmatia","Bioska",1,300,1,300,"tituli sacri","[L]ib(ero) P(atri) / [6] / [3] ex / [v]ot[o]","ib P ex ot","Libero Patri ex voto","lapis",NA,43.853241,19.6670923,NA,NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD033776",NA,NA,"1 to 300"
"54",318,318,"EDCS-10000642","ILJug-02, 00626 = AHB p 296","Dalmatia","Bjelovac / Domavium",1,300,1,300,"tituli sacri","I(ovi) O(ptimo) M(aximo)","I O M","Iovi Optimo Maximo",NA,NA,43.8369444,18.7169444,NA,NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD033891",NA,NA,"1 to 300"
"55",319,319,"EDCS-08500497","AHB p 357 = AE 1983, 00738","Dalmatia","Blagaj",1,100,1,100,"tituli sacri;  tria nomina;  viri","I(ovi) O(ptimo) M(aximo) / sacr(um) / P(ublius) Vo/lusi/us S[","I O M sacr P Volusius S","Iovi Optimo Maximo sacrum Publius Volusius S",NA,NA,43.2575855,17.8904391,NA,"http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$AE_1983_00738.jpg","http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD000683",NA,NA,"1 to 100"
"56",321,321,"EDCS-10000777","ILJug-02, 00765 = AHB p 352","Dalmatia","Blagaj",201,300,201,300,"nomen singulare;  officium/professio;  servi/servae;  tituli sacri;  viri","Silvanis / Aug(ustis) sac(rum) / Callimor/phus Aug(usti) / n(ostri) verna / disp(ensator) v(otum) s(olvit)","Silvanis Aug sac Callimorphus Aug n verna disp v s","Silvanis Augustis sacrum Callimorphus Augusti nostri verna dispensator votum solvit","lapis",NA,43.2575855,17.8904391,NA,"http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$ILJug-02_00765.jpg;pp","http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD034207;lu_23712",NA,NA,"201 to 300"
"57",327,327,"EDCS-51800206","AHB p 145","Dalmatia","Blazuj",171,300,171,300,"mulieres;  nomen singulare;  tituli sacri","Silvia vot(um) n(uncupavit)","Silvia vot n","Silvia votum nuncupavit",NA,NA,43.8401451,18.258022,NA,"http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$AHB_p145.jpg;pp","http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD052232;lu_23935",NA,NA,"171 to 300"
"58",332,332,"EDCS-32700537","CIL 03, 14976,2 = AHB p 604","Dalmatia","Borcani / Delminium",101,300,101,300,"tituli sacri","[H]e[r]cul(i) / [A]ug(usto) sac(rum) / [","ecul ug sac","Herculi Augusto sacrum",NA,NA,43.6419798,17.308544,NA,"http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$CIL_03_14976_2.jpg","http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD052554",NA,NA,"101 to 300"
"59",347,347,"EDCS-10000264","ILJug-01, 00168 = AHB p 469","Dalmatia","Bosansko Grahovo / Municipium Salvium",201,300,201,300,"tituli sacri;  tria nomina;  viri","Herculi s(acrum) / C(aius) Trosius / Cripu[s] / vot[um lib(ens?)] / p[osuit(?)] / [3]atus d(onum) m(erito) s(olvit)","Herculi s C Trosius Cripu vot p atus d m s","Herculi sacrum Caius Trosius Cripus votum libens posuit atus donum merito solvit","lapis",NA,44.1808174,16.36568,NA,"http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$ILJug-01_00168.jpg;pp","http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD033145;lu_23758",NA,NA,"201 to 300"
"60",349,349,"EDCS-10100765","ILJug-03, 01805 = AHB p 467 = AE 1939, 00176","Dalmatia","Bosansko Grahovo / Municipium Salvium",1,100,1,100,"nomen singulare;  tituli sacri;  viri","S(ilvano) S(ilvestri) Primus / Vepi l(ibens) p(souit)","S S Primus Vepi l p","Silvano Silvestri Primus Vepi libens psouit","lapis",NA,44.1808174,16.36568,NA,"http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$ILJug-03_01805.jpg","http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD022752;1ae1939-62",NA,NA,"1 to 100"
"61",356,356,"EDCS-08901081","AE 1979, 00448 = AE 2012, +01089 = Speidel-2020a, p 423 = EAOR-09, 00037","Dalmatia","Brac, Otok / Brattia",211,222,211,222,"milites;  tituli sacri;  tria nomina;  viri","I(ovi) O(ptimo) M(aximo) / T(itus) Fl(avius) Pompeius / |(centurio) coh(ortis) III / Alpinorum / Antoninianae / curam agens / fab(ricae) amp(hitheatri) men(sor?) et / Vibius Vibianus protector / co(n)s(ularis)","I O M T Fl Pompeius coh III Alpinorum Antoninianae curam agens fab amp men et Vibius Vibianus protector cos","Iovi Optimo Maximo Titus Flavius Pompeius centurio cohortis III Alpinorum Antoninianae curam agens fabricae amphitheatri mensor et Vibius Vibianus protector consularis","lapis",NA,43.3239838,16.654819,NA,"http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$EAOR-09_cat._00037.jpg","http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD008209",NA,NA,"211 to 222"
"62",357,357,"EDCS-08901082","AE 1979, 00449","Dalmatia","Brac, Otok / Brattia",171,250,171,250,"tituli sacri;  tria nomina;  viri","Ascle/pio / Val(erius) Chry/sis v(otum) s(olvit)","Asclepio Val Chrysis v s","Asclepio Valerius Chrysis votum solvit",NA,NA,43.3239838,16.654819,NA,NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD008212;bu_AE%26bibl_volume=1979%26bibl_subvolume=%26bibl_insc=449",NA,NA,"171 to 250"
"63",359,359,"EDCS-28400346","CIL 03, 03092 (p 1646, 2328,18) = AE 2013, 01197","Dalmatia","Brac, Otok / Brattia",1,150,1,150,"termini;  tituli sacri;  tria nomina;  viri","H(erculi) A(ugusto) s(acrum) / Alnius Obul/tronius / deter(minavit)","H A s Alnius Obultronius deter","Herculi Augusto sacrum Alnius Obultronius determinavit","lapis",NA,43.3239838,16.654819,NA,NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD056615;bu_CIL%26bibl_volume=3%26bibl_subvolume=%26bibl_insc=3092",NA,NA,"1 to 150"
"64",360,360,"EDCS-28400347","CIL 03, 03093 = CIL 03, 10100 = D 04058","Dalmatia","Brac, Otok / Brattia",151,300,151,300,"mulieres;  tituli sacri;  tria nomina","Veselia(!) / Felicetas(!) / Libero M(agno) Patri / Torclesi / ex voto","Veselia Felicetas Libero M Patri Torclesi ex voto","Veselia Felicetas Libero Magno Patri Torclesi ex voto",NA,NA,43.3239838,16.654819,NA,NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD061086;de-b0132;bu_CIL%26bibl_volume=3%26bibl_subvolume=%26bibl_insc=10100",NA,NA,"151 to 300"
"65",361,361,"EDCS-28400348","CIL 03, 03094 = CIL 03, 10101","Dalmatia","Brac, Otok / Brattia",151,300,151,300,"nomen singulare;  tituli sacri;  viri","L(ibero) P(atri) / Aristi/o / v(otum) l(ibens) s(olvit)","L P Aristio v l s","Libero Patri Aristio votum libens solvit","lapis",NA,43.3239838,16.654819,NA,"http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$M_CIL_03_03094_1.jpg;$PF_CIL_03_03094.jpg","http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD061089",NA,NA,"151 to 300"
"66",362,362,"EDCS-28400349","CIL 03, 03095 = CIL 03, 10102 = CIMRM-02, 01877","Dalmatia","Brac, Otok / Brattia",151,250,151,250,"tituli sacri;  tria nomina;  viri","S(oli) I(nvicto) M(ithrae) / Iulius / Bubalus","S I M Iulius Bubalus","Soli Invicto Mithrae Iulius Bubalus",NA,NA,43.3239838,16.654819,NA,NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD053176",NA,NA,"151 to 250"
"67",363,363,"EDCS-28400350","CIL 03, 03096 (p 1038) = AE 2012, +01089","Dalmatia","Brac, Otok / Brattia",101,200,101,200,"milites;  tituli operum;  tituli sacri;  tria nomina;  viri","Nymphis s(acrum) / Q(uintus) Silvius Spe(ratus?) / cent(urio) coh(ortis) I Belg(arum) / curagens theat(ri) / d(onum) d(edit)","Nymphis s Q Silvius Spe cent coh I Belg curagens theat d d","Nymphis sacrum Quintus Silvius Speratus centurio cohortis I Belgarum curagens theatri donum dedit",NA,NA,43.3239838,16.654819,NA,NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD061109;bu_CIL%26bibl_volume=3%26bibl_subvolume=%26bibl_insc=3096",NA,NA,"101 to 200"
"68",380,380,"EDCS-30900104","CIL 03, 10107 = D 03458 = Salona-04-01, 00013","Dalmatia","Brac, Otok / Brattia",308,316,308,316,"inscriptiones christianae;  tituli operum;  tituli sacri;  tria nomina;  viri","Herculi Aug(usto) / sac(rum) Val(erius) Vale/rianus mil(es) / cum insist/erem ad cap/itella colu/mnarum ad t(h)e/rmas Licin(i)an(a)/s q(u)as(!) (f)iunt S/irmi v(otum) l(ibens) s(olvit)","Herculi Aug sac Val Valerianus mil cum insisterem ad capitella columnarum ad termas Licinans qas iunt Sirmi v l s","Herculi Augusto sacrum Valerius Valerianus miles cum insisterem ad capitella columnarum ad thermas Licinianas quas fiunt Sirmi votum libens solvit","lapis",NA,43.3239838,16.654819,NA,NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD056616;de-b0060;bu_Salona%26bibl_volume=1%26bibl_subvolume=%26bibl_insc=13",NA,NA,"308 to 316"
"69",381,381,"EDCS-31400686","CIL 03, 10108 (p 2273)","Dalmatia","Brac, Otok / Brattia",151,300,151,300,"tituli sacri;  tria nomina;  viri","I(ovi) O(ptimo) M(aximo) / Aemilius / Hermose/nax ex visu / posuit","I O M Aemilius Hermosenax ex visu posuit","Iovi Optimo Maximo Aemilius Hermosenax ex visu posuit","lapis",NA,43.3239838,16.654819,NA,"http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$M_CIL_03_10108.jpg;$PF_CIL_03_10108.jpg","http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD061067",NA,NA,"151 to 300"
"70",382,382,"EDCS-31400687","CIL 03, 10109","Dalmatia","Brac, Otok / Brattia",211,211,211,211,"Augusti/Augustae;  litterae erasae;  mulieres;  tituli sacri;  viri","]ae et Iu[liae Domnae Augus]/[ta]e matri Augg(ustorum) [et castrorum] / [Io]vi Optimo Max(imo) Iu[noni Reg(inae) Minervae(?)] / [Sa]luti Mar(ti) Patri [3] / [Vic]toriae Aug[[g(ustorum)]] F[ortun(ae) Red(uci) devic]/[tis] host(is) voto sol[uto dedicavit] / [3] Hermes Gent[iano et Basso] / co(n)[s(ulibus) 3] <K=C>al(endas) M[","ae et Iue matri Augg vi Optimo Max Iu luti Mar Patri toriae Aug F host voto sol Hermes Gent co Cal M","ae et Iuliae Domnae Augustae matri Auggustorum et castrorum Iovi Optimo Maximo Iunoni Reginae Minervae Saluti Marti Patri Victoriae Auggustorum Fortunae Reduci devictis hostis voto soluto dedicavit Hermes Gentiano et Basso consulibus Kalendas M",NA,NA,43.3239838,16.654819,NA,NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD061070",NA,NA,"211 to 211"
"71",392,392,"EDCS-32300082","CIL 03, 14333,05","Dalmatia","Brac, Otok / Brattia",151,300,151,300,"tituli sacri;  tria nomina;  viri","Iovi / Q(uintus) Papinius / Proculus","Iovi Q Papinius Proculus","Iovi Quintus Papinius Proculus",NA,NA,43.3239838,16.654819,NA,NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD061059",NA,NA,"151 to 300"
"72",395,395,"EDCS-32700962","CIL 03, 15098","Dalmatia","Brac, Otok / Brattia",NA,NA,NA,NA,"tituli sacri","] et Merc(urio?) / [3] dedica/[v]erun(t)","et Merc dedicaerun","et Mercurio dedicaverunt","lapis",NA,43.3239838,16.654819,NA,"http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$PF_CIL_03_15098.jpg;pp","http://db.edcs.eu/epigr/partner.php?s_language=en&param=ko0044659;lu_24913",NA,NA,NA
"73",396,396,"EDCS-32700963","CIL 03, 15099 = CIMRM-02, 01879","Dalmatia","Brac, Otok / Brattia",151,300,151,300,"tituli sacri;  viri","Vales I() / D() Inv/icto d/eo","Vales I D Invicto deo","Vales I D Invicto deo",NA,NA,43.3239838,16.654819,NA,NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=ko0046714;HD053177",NA,NA,"151 to 300"
"74",398,398,"EDCS-59500039","AE 2010, 01224","Dalmatia","Bratiskovci",1,300,1,300,"tituli sacri","Iovi / sacrum","Iovi sacrum","Iovi sacrum",NA,NA,43.8893887,15.9062068,NA,NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD072485",NA,NA,"1 to 300"
"75",399,399,"EDCS-08500496","AHB p 195 = AE 1983, 00737","Dalmatia","Bratunac / Domavium",171,300,171,300,"tituli sacri;  tria nomina;  viri","Sil(vano) Aug(usto) / M(arcus) Aurel(ius) / Maximus / l(ibens) p(osuit)","Sil Aug M Aurel Maximus l p","Silvano Augusto Marcus Aurelius Maximus libens posuit",NA,NA,44.1849993,19.3321845,NA,"http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$AE_1983_00737.jpg","http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD000680",NA,NA,"171 to 300"
"76",406,406,"EDCS-10100544","ILJug-03, 01554 = AHB p 191","Dalmatia","Bratunac / Domavium",1,300,1,300,"milites;  tituli sacri;  viri","I(ovi) O(ptimo) M(aximo) / pro [s]alut[e] / [6] / [6] / [6] / [3]nicici / [3]ni[3] / III[3 le]g(ionis) XI C(laudiae?) / IVIIII XI K(alendas) Oc(tobres)","I O M pro alut nicici ni III g XI C IVIIII XI K Oc","Iovi Optimo Maximo pro salute nicici ni III legionis XI Claudiae IVIIII XI Kalendas Octobres","lapis",NA,44.1849993,19.3321845,NA,"http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$ILJug-03_01554.jpg","http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD033814",NA,NA,"1 to 300"
"77",413,413,"EDCS-31900034","CIL 03, 13981 = ILJug-03, 01618 = AHB p 316","Dalmatia","Brdo",151,300,151,300,"tituli operum;  tituli sacri;  tria nomina;  viri","I(ovi) O(ptimo) M(aximo) / Depulsori / Aeneas(?) / Proclianus ae/dem restit[uit] / [3] libens","I O M Depulsori Aeneas Proclianus aedem restit libens","Iovi Optimo Maximo Depulsori Aeneas Proclianus aedem restituit libens","lapis",NA,44.2826757,17.0630051,NA,"http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$CIL_03_13981.jpg;pp","http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD052281;lu_23702",NA,NA,"151 to 300"
"78",415,415,"EDCS-10100656","ILJug-03, 01677 = AHB p 434","Dalmatia","Brekovica",1,300,1,300,"tituli sacri","Libero / Patri s(acrum)","Libero Patri s","Libero Patri sacrum","lapis",NA,44.8829866,15.8865129,NA,"http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$ILJug-03_01677.jpg;pp","http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD033980;lu_23756",NA,NA,"1 to 300"
"79",428,428,"EDCS-08900523","AE 1980, 00693","Dalmatia","Bribir / Bribirska Glavica / Varvaria",23,24,23,24,"Augusti/Augustae;  ordo senatorius;  tituli honorarii;  tituli sacri;  tria nomina;  viri","Ti(berio) Caesari divi Aug(usti) f(ilio) / divi Iuli n(epoti) Augusto / [p]ontifici maximo co(n)s(uli) III[I] / imp(eratori) VIII tr(ibunicia) pot(estate) XXV L(ucio) Vol[us]/io Saturnino leg(ato) pro [pr(aetore)]","Ti Caesari divi Aug f divi Iuli n Augusto ontifici maximo cos III imp VIII tr pot XXV L Volio Saturnino leg pro","Tiberio Caesari divi Augusti filio divi Iuli nepoti Augusto pontifici maximo consuli IIII imperatori VIII tribunicia potestate XXV Lucio Volusio Saturnino legato pro praetore",NA,NA,43.9214921,15.8398106,NA,NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD004093",NA,NA,"23 to 24"
"80",431,431,"EDCS-30301389","CIL 03, 09882 = Liburnia 00161","Dalmatia","Bribir / Bribirska Glavica / Varvaria",1,100,1,100,"praenomen et nomen;  tituli sacri;  viri","L(ucius) Aeroni/us Silvano / v(otum) s(olvit) l(ibens) m(erito)","L Aeronius Silvano v s l m","Lucius Aeronius Silvano votum solvit libens merito",NA,NA,43.9214921,15.8398106,NA,NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD061582",NA,NA,"1 to 100"
"81",432,432,"EDCS-10000833","CIL 03, 09883 = ILJug-02, 00821 = Liburnia 00162","Dalmatia","Bribir / Bribirska Glavica / Varvaria",1,150,1,150,"tituli sacri;  tria nomina;  viri","L(ucius) Iulius / Restitutus / Silvano / sacrum","L Iulius Restitutus Silvano sacrum","Lucius Iulius Restitutus Silvano sacrum","lapis",NA,43.9214921,15.8398106,NA,"http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=pp","http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD034372;lu_22934",NA,NA,"1 to 150"
"82",433,433,"EDCS-30301391","CIL 03, 09884","Dalmatia","Bribir / Bribirska Glavica / Varvaria",1,300,1,300,"tituli sacri","] sacru[m 3] / [3] Scard[onit]/[ani 3] publi[ce pos(uerunt)","sacru Scard publice pos","sacrum Scardonitani publice posuerunt",NA,NA,43.9214921,15.8398106,NA,NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD061585",NA,NA,"1 to 300"
"83",435,435,"EDCS-10000825","ILJug-02, 00813 = Liburnia 00158","Dalmatia","Bribir / Bribirska Glavica / Varvaria",NA,NA,NA,NA,"tituli sacri","Apollini","Apollini","Apollini",NA,NA,43.9214921,15.8398106,NA,NA,NA,NA,NA,NA
"84",436,436,"EDCS-10000826","ILJug-02, 00814 = Liburnia 00168","Dalmatia","Bribir / Bribirska Glavica / Varvaria",1,300,1,300,"tituli sacri","Iano / Patri / sacru[m] / [","Iano Patri sacru","Iano Patri sacrum","lapis",NA,43.9214921,15.8398106,NA,NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD034365",NA,NA,"1 to 300"
"85",437,437,"EDCS-10000827","ILJug-02, 00815 = Liburnia 00164","Dalmatia","Bribir / Bribirska Glavica / Varvaria",1,150,1,150,"praenomen et nomen;  tituli sacri;  viri","T(itus) Darmo(cius?) / Iano / v(otum) s(olvit) l(ibens) m(erito)","T Darmo Iano v s l m","Titus Darmocius Iano votum solvit libens merito","lapis",NA,43.9214921,15.8398106,NA,"http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=pp","http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD034366;lu_22924",NA,NA,"1 to 150"
"86",438,438,"EDCS-10000828","ILJug-02, 00816 = Liburnia 00160","Dalmatia","Bribir / Bribirska Glavica / Varvaria",151,300,151,300,"mulieres;  nomen singulare;  tituli sacri","Lun(a)e / votu[m] / solvi lib[ens] / Myrin<e=I>","Lune votu solvi lib MyrinI","Lunae votum solvi libens Myrine","lapis",NA,43.9214921,15.8398106,NA,"http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=pp","http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD034367;lu_22947;bu_ILJug%26bibl_volume=2%26bibl_subvolume=%26bibl_insc=816",NA,NA,"151 to 300"
"87",439,439,"EDCS-10000829","ILJug-02, 00817 = Liburnia 00165","Dalmatia","Bribir / Bribirska Glavica / Varvaria",1,150,1,150,"mulieres;  tituli sacri;  tria nomina","Iulia / [1] f(ilia) Te[r]tulla / [N]ymp(h)is / [v(otum) s(olvit) l(ibens) m(erito)]","Iulia f Tetulla ympis","Iulia filia Tertulla Nymphis votum solvit libens merito","lapis",NA,43.9214921,15.8398106,NA,"http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=pp","http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD034368;lu_22946;bu_ILJug%26bibl_volume=2%26bibl_subvolume=%26bibl_insc=817",NA,NA,"1 to 150"
"88",440,440,"EDCS-10000830","ILJug-02, 00818 = Liburnia 00166","Dalmatia","Bribir / Bribirska Glavica / Varvaria",1,150,1,150,"mulieres;  tituli sacri;  tria nomina","Terentia / T(iti) f(ilia) Secund[a] / Nymphis / [v(otum) s(olvit) l(ibens) m(erito)]","Terentia T f Secund Nymphis","Terentia Titi filia Secunda Nymphis votum solvit libens merito","lapis",NA,43.9214921,15.8398106,NA,"http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=pp","http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD034369;lu_22935",NA,NA,"1 to 150"
"89",441,441,"EDCS-10000831","ILJug-02, 00819 = Liburnia 00167","Dalmatia","Bribir / Bribirska Glavica / Varvaria",1,300,1,300,"tituli sacri","] / [Ny]mp(h)is / [v(otum)] s(olvit) l(ibens) m(erito)","mpis s l m","Nymphis votum solvit libens merito","lapis",NA,43.9214921,15.8398106,NA,NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD034370;bu_ILJug%26bibl_volume=2%26bibl_subvolume=%26bibl_insc=819",NA,NA,"1 to 300"
"90",442,442,"EDCS-10000832","ILJug-02, 00820 = Liburnia 00163","Dalmatia","Bribir / Bribirska Glavica / Varvaria",1,300,1,300,"tituli sacri","Silva[no] / sacrum","Silva sacrum","Silvano sacrum","lapis",NA,43.9214921,15.8398106,NA,"http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=pp","http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD034371;lu_22943",NA,NA,"1 to 300"
"91",443,443,"EDCS-10000834","ILJug-02, 00822 = Liburnia 00169","Dalmatia","Bribir / Bribirska Glavica / Varvaria",1,150,1,150,"mulieres;  praenomen et nomen;  tituli sacri","Ieta / Aeronia / C(ai) f(ilia) v(otum) s(olvit) l(ibens) [m(erito)]","Ieta Aeronia C f v s l","Ieta Aeronia Cai filia votum solvit libens merito","lapis",NA,43.9214921,15.8398106,NA,NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD034373",NA,NA,"1 to 150"
