"","X","hd_nr","provinz","land","land_sort_de","land_sort_en","fo_antik","fo_modern","verw_bezirk","fundstelle","pl_ancient_loc1","koordinaten1","pl_ancient_loc2","koordinaten2","geo_id1","geo_id2","fundjahr","aufbewahrung","erhaltung","i_gattung","i_gattung_sort_de","i_gattung_sort_en","denkmaltyp","felder","material","hoehe","breite","tiefe","if_h","if_b","bh","ligatur","metrik","nl_text","dat_tag","dat_monat","dat_jahr_a","dat_jahr_e","datierung","soziales","religion","verbaende","geographie","dekor","gemeinden","militaer","bearbeiter","datum","beleg","tm_nr","gdb_id","atext","btext","literatur","beziehung","kommentar","pal_schreibtechnik","pal_interpunktion","people_uris","godot_uris","foto_nr","foto_extern","name","praenomen","nomen","cognomen","supernomen","tribus","origo","geschlecht","status","beruf","l_jahre","l_monate","l_tage","l_stunden"
"25",130,"HD011306","Dal","ba",8,8,NA,"Prijedor","Republika Srpska","{Ljubija}, Bergwerk, ""Brdo""",NA,"44.919164921,16.605440136",NA,NA,3196373,NA,1957,"Prijedor, Ljubija",NA,"titsac",22,22,"Altar",NA,"Kalkstein",182,39,34,NA,NA,"5.5",NA,NA,"L",21,4,201,NA,NA,NA,"a",NA,NA,NA,NA,NA,"Feraudi","2017-12-05",2,181851,5671,"Terrae / Matri / [s]acrum / pro salut[e] / C(ai) Iul(i) Aga/thopi con(ductoris) / ferrar(iarum) / Callimo[r]/phus vil(icus) / v(otum) s(olvit) XI K(alendas) Ma[i(as)] / [Muc]iano et Fabian[o co(n)s(ulibus)]","TERRAE / MATRI / [ ]ACRVM / PRO SALVT[ ] / C IVL AGA / THOPI CON / FERRAR / CALLIMO[ ] / PHVS VIL / V S XI K MA[ ] / [ ]IANO ET FABIAN[ ]","AE 1973, 0411. # D. Sergejevski, GlasSarajevo 18, 1963, 88, Nr. 1; sl. 1. - AE 1973. # ILJug 0779. # E. Imamović, Antički kultni i votivni spomenici na području Bosne i Hercegovine (Sarajevo 1977) 422, Nr. 189; Foto. # PIR (2. Aufl.) A 644. # PIR (2. Aufl.) N 114. # I. Bojanovski, ARadRaspr 8/9, 1982, 108; T. 3. #",NA,NA,NA,NA,"http://data.snapdrgn.net/person/8756 http://data.snapdrgn.net/person/1798","https://godot.date/id/ia5UwAWhQqymaJvngGkooE",NA,NA,"C. Iul. Agathopi|Callimo[r]phus|[Muc]iano|Fabian[o]","C.","Iulius*","Agathopus|Callimorphus+|Mucianus+|Fabianus+",NA,NA,NA,"M|M|M|M","2|1|1",NA,NA,NA,NA,NA
"26",131,"HD011309","Dal","ba",8,8,NA,"Prijedor","Republika Srpska","{Ljubija}, Bergwerk, ""Brdo""",NA,"44.919164921,16.605440136",NA,NA,3196373,NA,1954,"Prijedor, Ljubija",NA,"titsac",22,22,"Altar",NA,NA,-98,41,16,NA,NA,"5-6",NA,NA,"L",NA,NA,211,217,NA,NA,"a",NA,NA,"J",NA,NA,"Gräf","2009-10-19",12,181852,5671,"Terrae Ma[t(ri)] / sacrum / pro salute / Imp(eratoris) Caes(aris) Ma(rci) / Aur(eli) [[Antoni]]/[[ni]] Aug(usti) Iul(ius) [--] / proc(urator) per Ianu/[ari]um et Bas[sum?] / [---]V(?)I(?)L(?)[---] / [&","TERRAE MA[ ] / SACRVM / PRO SALVTE / IMP CAES MA / AVR [[ANTONI]] / [[NI]] AVG IVL [ ] / PROC PER IANV / [ ]VM ET BAS[ ] / [ ]VIL[ ] / [","AE 1973, 0412. (B) # ILJug 0778. # D. Sergejevski, GlasSarajevo 18, 1963, 89-90, Nr. 3; sl. 2. (B) - AE 1973. # E. Imamović, Antički kultni i votivni spomenici na području Bosne i Hercegovine (Sarajevo 1977) 422, Nr. 190; Foto. (B) # I. Bojanovski, ARadRaspr 8/9, 1982, 111; t. 5. #",NA,"Z. 6: hinter Iul(ius) Reste zweier senkrechter Hasten erkennbar. (B): Sergejevski, AE 1973; Imamović: Abweichungen in Lesung / Ergänzung.",NA,NA,"https://www.wikidata.org/wiki/Q1446",NA,NA,NA,"Ma. Aur. [[Antonini]]|Iul. [--]","M.","Aurelius*|Iulius*","Antoninus++|00",NA,NA,NA,"M|M","2",NA,NA,NA,NA,NA
"27",132,"HD011312","Dal","ba",8,8,NA,"Prijedor","Republika Srpska","{Ljubija}, Bergwerk, ""Brdo""",NA,"44.919164921,16.605440136",NA,NA,3196373,NA,1954,NA,NA,"titsac",22,22,"Altar",NA,NA,107,35,NA,NA,NA,"4",NA,NA,"L",21,4,223,NA,NA,NA,"a",NA,NA,"J",NA,NA,"Gräf","2008-10-24",12,181853,5671,"[Te]rrae Matri / sac(rum) / [pro] salute Imp(eratoris) [Caes(aris)] M(arci) Aur(eli) Seve/[[ri Alexandri]] P(ii) F(elicis) Aug(usti) / [[et Iuliae Mae]]siae(!) Aug(ustae) / [[[---]]] Primus / [---]rcus Aug(usti) / [---] Maxi/[mo II e]t Aeliano co(n)s(ulibus) / [X]I Kal(endas) Mai[as]","[ ]RRAE MATRI / SAC / [ ] SALVTE IMP [ ] M AVR SEVE / [[RI ALEXANDRI]] P F AVG / [[ET IVLIAE MAE]]SIAE AVG / [[[ ]]] PRIMVS / [ ]RCVS AVG / [ ] MAXI / [ ]T AELIANO COS / [ ]I KAL MAI[ ]","AE 1973, 0413. (B) # ILJug 0780. # D. Sergejevski, GlasSarajevo 18, 1963, 90, Nr. 4; sl. 3. - AE 1973. (B) # E. Imamović, Antički kultni i votivni spomenici na području Bosne i Hercegovine (Sarajevo 1977) 424, Nr. 191; Foto. (B) # PIR (2. Aufl.) M 308. # PIR (2. Aufl.) R 92. #",NA,"Lesung und Ergänzungen des stark beschädigten Inschrifttextes nach ILJug; Ergänzung Z. 8 nach G. Alföldy. (B): Imamović; AE 1973: Abweichungen in Lesung / Ergänzung.",NA,NA,"http://data.snapdrgn.net/person/1942 http://data.snapdrgn.net/person/10829 https://www.wikidata.org/wiki/Q1769","https://godot.date/id/B9CzLbRAhSpMRyW5w7TMdj",NA,NA,"M. Aur. Seve[[ri Alexandri]]|[[Iuliae Mae]]siae(!)|[[[---]]] Primus|[Maxi[mo]|Aeliano","M.|00","Aurelius*|Iulia++|00","Severus++ Alexander++|Maesia (&#61; Maesa)|Primus|Maximus|Aelianus",NA,NA,NA,"M|W|M|M|M","1|1",NA,NA,NA,NA,NA
"28",133,"HD011315","Dal","ba",8,8,NA,"Prijedor","Republika Srpska","{Ljubija}, Bergwerk, ""Brdo""",NA,"44.919164921,16.605440136",NA,NA,3196373,NA,1954,NA,NA,"titsac",22,22,"Altar",NA,NA,108,50,25,NA,NA,"4.5",NA,NA,"L",NA,NA,229,NA,NA,NA,"a",NA,NA,NA,NA,NA,"Gräf","2008-10-24",12,181854,5671,"[Ter]rae Matri / [pro sal(ute)] Imp(eratoris) Caes(aris) / [M(arci) Aur(eli) S]everi [Alex]/[andri] Pii Fel(icis) Aug(usti) / [et Mamaeae] Aug(ustae) / [s(ub)? c(ura)? ---]NICMA/[---] proc(uratoris) Aug(usti) n(ostri) / [---]s vil(icus) of(ficinae) f(errariae) / [Imp(eratore) Alexa]n(dro) III et Dione II co(n)s(ulibus)","[ ]RAE MATRI / [ ] IMP CAES / [ ]EVERI [ ] / [ ] PII FEL AVG / [ ] AVG / [ ]NICMA / [ ] PROC AVG N / [ ]S VIL OF F / [ ]N III ET DIONE II COS","AE 1973, 0414. (B) # ILJug 0781. # D. Sergejevski, GlasSarajevo 18, 1963, 90-91, Nr. 6; sl. 4 (Zeichnung). (B) - AE 1973. # E. Imamović, Antički kultni i votivni spomenici na području Bosne i Hercegovine (Sarajevo 1977) 424, Nr. 192; Foto. # PIR (2. Aufl.) C 492. #",NA,"(B): Sergejevski; Imamović: Z. 9: A]le[x]an(dro); AE 1973: Z. 9: Alex]an(dro).",NA,NA,"http://data.snapdrgn.net/person/3095 https://www.wikidata.org/wiki/Q1769 https://www.wikidata.org/wiki/Q235090","https://godot.date/id/bX2wARK9SAfAaXXKLVnppX",NA,NA,"[M. Aur. S]everi [Alexandri]|[Mamaeae]|[---]NICMA[---]|[---]s|Dione","M.+|00|00","Aurelius+*|[---]NICMA[---]?|00","Severus+ Alexander+|Mamaea|[---]NICMA[---]?|[---]s|Dio",NA,NA,NA,"M|W|M|M|M","2|1",NA,NA,NA,NA,NA
"29",136,"HD011467","Dal","hr",25,10,"Narona","Metković","Dubrovačko-neretvanska županija","Vid, {Erešova kula}, sekundär verwendet",197400,"43.080102598,17.625035047",NA,NA,3187815,NA,NA,"Metkovic, Vid, Erešova kula, Turm",NA,"titsac",22,22,NA,NA,NA,-37,-24,NA,NA,NA,"2.5-3.1",NA,NA,"L",NA,NA,151,300,NA,NA,"a",NA,NA,NA,NA,NA,"Feraudi","2010-09-27",2,181857,6873,"$] / [--- ob] / indu[lgentiam] / singu[larem] / consec[utam] / C(aius) Apul[eius] / Teren[tianus] / ex specu[latore] / v(otum) s(olvit) [l(ibens) m(erito)]","] / [ ] / INDV[ ] / SINGV[ ] / CONSEC[ ] / C APVL[ ] / TEREN[ ] / EX SPECV[ ] / V S [ ]","CIL 03, 01809. # E. Marin - M. Mayer - G. Paci - I. Rodà, Corpus Inscriptionum Naronitanarum 1 (Tivoli 1999) 122-124, Nr. 4; fig. 4. - AE 1999. # AE 1999, 1221. # CIL 03, 01809 add. p. 1494. #",NA,NA,NA,NA,NA,NA,NA,"http://lupa.at/24168","C. Apul[eius] Teren[tianus]","C.","Apuleius+","Terentianus+",NA,NA,NA,"M","9",NA,NA,NA,NA,NA
"30",137,"HD011482","Dal","hr",25,10,"Iader","Zadar","Zadarska županija","Forum, {Kapitol}, bei",197312,"44.116022057,15.223570800",NA,NA,3186952,NA,NA,NA,NA,"titsac",22,22,"Tafel",NA,NA,29,-30,2,NA,NA,"6.5",NA,NA,"L",NA,NA,150,300,NA,NA,"a",NA,NA,NA,NA,NA,"Gräf","2009-05-12",2,181858,6323,"Magn[ae Deorum Matri &","MAGN[","AE 1965, 0352. # AE 1971, 0297. # ILJug 0881. # M. Suić, in: Actes du VIIIe Congrès International d'Archéologie classique, Paris 1963 (Paris 1965) 355; fig. 1 (Zeichnung). - AE 1965. # M. Suić, Diadora 3, 1965, 102-103; sl. 7. - AE 1971",NA,"Gefunden möglicherweise an der Stelle des Mater-Magna-Tempels. Mehrere aneinanderpassende Fragmente erhalten.",NA,NA,NA,NA,NA,"http://lupa.at/24151",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31",139,"HD011491","Dal","hr",25,10,"Burnum, bei","Kistanje","Šibensko-kninska županija","{Ivoševci}",197184,"44.0160408,16.0072244",NA,NA,3199030,NA,1960,"Zadar, Arh. Muz.",NA,"titsac",22,22,"Relief",NA,NA,-19,-16,4.3,NA,NA,"2",NA,NA,"L",NA,NA,151,330,NA,NA,NA,NA,NA,"J",NA,NA,"Gräf","2020-11-04",2,181860,6270,"[---]rus eq(ues) R(omanus) donu[m dedit]","[ ]RVS EQ R DONV[ ]","AE 1971, 0301. # M. Suić, Diadora 3, 1965, 95-97. 124-125; sl. 4. - AE 1971. # ILJug 0833. #",NA,"Die Inschrift befindet sich auf dem unteren Rand eines Mithrasreliefs. Fundjahr: Angabe nur ungefähr.",NA,NA,NA,NA,NA,NA,"[---]rus","0","0","[---]rus",NA,NA,NA,"M","2",NA,NA,NA,NA,NA
"32",140,"HD011494","Dal","me",35,37,"Municipium S[---]","Pljevlja",NA,"{Komini}",207404,"43.342242042,19.319887161",NA,NA,3304575,NA,NA,"Pljevlja, Komini",NA,"titsac",22,22,"Altar",NA,NA,80,NA,NA,NA,NA,NA,NA,NA,"L",NA,NA,201,300,NA,NA,"a",NA,NA,"J",NA,"J","Gräf","2017-06-30",12,181861,7051,"Deae xan(c)t(a)e(!) / Nemesi et Geni/o municipi(i) Fl(avius) / Saturninus / {b}b(ene)f(iciarius) co(n)s(ularis) leg(ionis) XI Cl(audiae) / libies(!) posuit","DEAE XANTE / NEMESI ET GENI / O MVNICIPI FL / SATVRNINVS / BBF COS LEG XI CL / LIBIES POSVIT","AE 1971, 0303. (B) # ILJug 0602. (B) # A. Cermanović-Kuzmanović, Starinar 20, 1969, 25-28; Foto. (B) - AE 1971. # I. Bojanovski, GodAkSarajevo 25, 1987, 164-165, Nr. 5. # E. Schallmayer - K. Eibl - J. Ott - G. Preuß - E. Wittkopf, Der römische Weihebezirk von Osterburken 1 (Stuttgart 1990) 358, Nr. 451; Foto. # G. Alföldy, Die Personennamen in der römischen Provinz Dalmatia (Heidelberg 1969) 288. #",NA,"(B): AE 1971: Z. 3: municip(i) h(---); Cermanović-Kuzmanović; ILJug: Z. 3 (Ende): municipi h(uius); Bojanovski: Z. 5: [b(b)f] cos. leg. X Cl.",NA,NA,NA,NA,"F036585|https://heidicon.ub.uni-heidelberg.de/api/v1/objects/uuid/7b4a6292-1498-4128-9b79-b1d98d1c1a10/file/id/797445/file_version/name/small",NA,"Fl. Saturninus",NA,"Flavius*","Saturninus",NA,NA,NA,"M","9",NA,NA,NA,NA,NA
"33",142,"HD011817","Dal","hr",25,10,"Senia","Senj","Ličko-senjska županija","{Uznesenja Blažene Djevice Marije, Kathedrale}, sekundär verwendet",197505,"44.990351444,14.902331829",NA,NA,3191055,NA,1938,NA,NA,"titsac",22,22,"Architekturteil",NA,"Marmor, weiß",32,-116,NA,NA,NA,"7-5",NA,NA,"L",NA,NA,1,150,NA,NA,"a",NA,NA,"J",NA,NA,"Gräf","2011-09-15",32,181863,6353,"M(agnae) D(eum) M(atri) Aug(ustae) sa[crum] / Verridia Psych[e ---]","M D M AVG SA[ ] / VERRIDIA PSYCH[ ]","ILJug 0248. # I. Degmedžić, BAHD 53, 1950/51, 251 262-263; sl. 1. #",NA,"Architrav; Inschriftfeld in Form einer tabula ansata. Zusammen mit dem unteren Teil einer Sitzstatue der Magna Mater gefunden; wahrscheinlich zugehörig zu ILJug 0249.",NA,NA,NA,NA,NA,NA,"Verridia Psych[e]",NA,"Verridia","Psyche+",NA,NA,NA,"W",NA,NA,NA,NA,NA,NA
"34",153,"HD012315","Dal","ba",8,8,"Ris---","Rogatica","Republika Srpska","{Toplik, Fluss}",197475,"43.797722658,18.999600071",NA,NA,3191576,NA,1967,NA,NA,"titsac",22,22,"Altar",NA,"Kalkstein",99,59,29,NA,NA,"5",NA,NA,"L",NA,NA,171,300,NA,NA,"a",NA,NA,"J",NA,NA,"Gräf","2014-04-25",12,181874,5781,"Invicto Mit(h)r(ae) / P(ublius) Ael(ius) Clemens / Iunior / IIvir et q(uin)q(uennalis) / [-]CTI(?) vet(eranus) / v(otum) s(olvit) l(ibens) m(erito)","INVICTO MITR / P AEL CLEMENS / IVNIOR / IIVIR ET QQ / [ ]CTI VET / V S L M","AE 1976, 0533. (B) # AE 2009, 1028. # ILJug 0624. # I. Bojanovski, Članci 7, 1967, 47-49. 53, Nr. 1; sl. 5. (B) - AE 1976. # L. Zotović, JMS 1, 1976, 202, Nr. 2. (B) - AE 1976. # E. Imamović, Antički kultni i votivni spomenici na području Bosne i Hercegovine (Sarajevo 1977) 458, Nr. 243; Foto. # I. Bojanovski, GodAkSarajevo 19, 1981, 134, Nr. 8; sl. 1. # S. Mesiković, GodAkSarajevo 38, 2009, 59-60, Nr. 4; tab. 1, 3. (B) - AE 2009. #",NA,"(B): Bojanovski, Članci 7; Zotović; AE 1976; Imamović; Mesiković: Leseabweichungen.",NA,NA,NA,NA,NA,NA,"P. Ael. Clemens Iunior","P.","Aelius*","Clemens Iunior",NA,NA,NA,"M","39",NA,NA,NA,NA,NA
"35",156,"HD012531","Dal","rs",46,46,"Capedunum?, bei","Užice","Centralna Srbija","{Bioska}",207504,"43.856079099,19.663916400",NA,NA,3204113,NA,NA,"Užice, Narodni Muzej",NA,"titsac",22,22,"Altar",NA,NA,120,61,NA,NA,NA,NA,NA,NA,"L",NA,NA,201,270,NA,NA,"a",NA,NA,NA,NA,NA,"Gräf","2017-06-28",0,181877,29559,"In(victo) M(ithrae) / T(itus) Aur(elius) Seve/rus l(ibens) p(osuit)","IN M / T AVR SEVE / RVS L P","AE 1976, 0599. # L. Zotović, Mitraizam na tlu Jugoslavije (Beograd 1973) 17, Nr. 4. - AE 1976. #",NA,NA,NA,NA,NA,NA,NA,NA,"T. Aur. Severus","T.","Aurelius*","Severus",NA,NA,NA,"M",NA,NA,NA,NA,NA,NA
"36",157,"HD012578","Dal","ba",8,8,"Delminium, bei","Tomislavgrad","Hercegbosanska županija","{Stipanjići}",197244,"43.711035500,17.164639364",NA,NA,3189869,NA,1964,"Mostar, Zem. Muz.",NA,"titsac",22,22,"Mensa",NA,NA,10,93,56,NA,NA,"5.3",NA,NA,"L",NA,NA,151,230,NA,NA,"a",NA,NA,NA,NA,NA,"Feraudi","2009-07-08",12,181878,5771,"I(ovi) O(ptimo) M(aximo) T(itus) Valer(ius) Sever(ianus?) vet(e)r(anus) [v(otum)] s(olvit) l(ibens) m(erito)","I O M T VALER SEVER VETR [ ] S L M","AE 1987, 0802. (B) # V. Paškvalin, GlasSarajevo 38, 1983, 95-97. 106-108; sl. 1. - AE 1987. # AE 1983, 0739. (B) # E. Imamović, Antički kultni i votivni spomenici na području Bosne i Hercegovine (Sarajevo 1977) 362, Nr. 93; Foto. (B) - AE 1983. #",NA,"(B): Imamović: [leg(ionis)] I M(acedonicae); AE 1983: [leg(ionis) III]I M(acedonicae); AE 1987: V(alerius).",NA,NA,NA,NA,NA,NA,"T. Valer. Sever.","T.","Valerius*","Severianus*?",NA,NA,NA,"M","9",NA,NA,NA,NA,NA
"37",161,"HD012590","Dal","ba",8,8,NA,"Livno","Hercegbosanska županija","Priluka, Vašarevine, {Gradina, Hügel}",NA,"43.86798,16.90241",NA,NA,3284690,NA,1985,"Livno, Muzej",NA,"titsac",22,22,"Relief",NA,"Gesteine",-57,45,14,NA,NA,"4.5-3",NA,NA,"L",NA,NA,101,150,NA,NA,"a",NA,NA,"J",NA,NA,"Feraudi","2018-09-17",2,181882,31140,"Lib(ero) P(atri) s(acrum) Ulp(ia) / Victorina pro / salute sua p(osuit)","LIB P S VLP / VICTORINA PRO / SALVTE SVA P","AE 1987, 0806. # V. Paškvalin, GlasSarajevo 40/41, 1986, 61-70; sl. 1. - AE 1987. # A. Škegro, OpuscArchZagreb 21, 1997, 94, Nr. 53. # V. Paškvalin, GodAkSarajevo 34, 2005, tab. 6, 1. #",NA,NA,NA,NA,NA,NA,NA,NA,"Ulp. Victorina",NA,"Ulpia*","Victorina",NA,NA,NA,"W",NA,NA,NA,NA,NA,NA
"38",164,"HD012599","Dal","ba",8,8,"Municipium Salvium, bei","Glamoč","Hercegbosanska županija","{Glavica}, frühchristliche Kirche",197491,"44.109898196,16.784963607",NA,NA,3200620,NA,1920,NA,NA,"titsac",22,22,"Altar",NA,NA,45.4,32,22,NA,NA,NA,NA,NA,"L",NA,NA,151,300,NA,NA,"a",NA,NA,NA,NA,NA,"Feraudi","2009-10-19",12,181885,5587,"Apol(l)ini / Aur(elius) Tr[i]t[us] / [pos(uit) l(ibens) m(erito)](?)","APOLINI / AVR TR[ ]T[ ] / [ ]","AE 1987, 0809. (B) # I. Bojanovski, GlasSarajevo 40/41, 1985/86, 91-92, Nr. 10; sl. 10. (B) - AE 1987. # A. Škegro, OpuscArchZagreb 21, 1997, 98, Nr. 90. #",NA,"Zwei Fragemente erhalten. Abmessungen des größeren Fragments: s. o.; Abmessungen des kleineren Fragments: 22 x 17 x 22. (B): Bojanovski: Z. 2: Tr[i]t[lus]; AE 1987: Z. 3: pos(uit) [l(ibens) m(erito)].",NA,NA,NA,NA,NA,NA,"Aur. Tr[i]t[us]",NA,"Aurelius*","Tritus+",NA,NA,NA,"M",NA,NA,NA,NA,NA,NA
"39",165,"HD012602","Dal","ba",8,8,"Municipium Salvium, bei","Glamoč","Hercegbosanska županija","{Glavica}, frühchristliche Kirche",197491,"44.109898196,16.784963607",NA,NA,3200620,NA,NA,NA,NA,"titsac",22,22,"Altar",NA,NA,-52,NA,-27,NA,NA,"5",NA,NA,"L",NA,NA,71,150,NA,NA,"a",NA,NA,NA,NA,NA,"Feraudi","2009-10-19",2,181886,5587,"I(ovi) O(ptimo) M(aximo) / [&","I O M / [","AE 1987, 0810. # I. Bojanovski, GlasSarajevo 40/41, 1985/86, 94, Nr. 12; sl. 13. - AE 1987. # A. Škegro, OpuscArchZagreb 21, 1997, 98, Nr. 94. #",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40",168,"HD012611","Dal","ba",8,8,"Delminium, bei","Tomislavgrad","Hercegbosanska županija","{Šuica}, bei, ""Glavica""",197244,"43.838767345,17.181471833",NA,NA,3189536,NA,NA,NA,NA,"titsac",22,22,"Altar",NA,NA,37,23,18,NA,NA,NA,NA,NA,"L",NA,NA,201,250,NA,NA,"a",NA,NA,NA,NA,NA,"Feraudi","2009-04-06",12,181889,5836,"Apol(l)eni(!) / Aurelius I/ullianus(!) c/enturio / libe(n)s poss(uit)(!)","APOLENI / AVRELIVS I / VLLIANVS C / ENTVRIO / LIBES POSS","AE 1987, 0815. # I. Marijanović, GlasSarajevo 40/41, 1985/86, 109-112; Foto. - AE 1987. #",NA,NA,NA,NA,NA,NA,NA,NA,"Aurelius Iullianus(!)",NA,"Aurelius","Iullianus (&#61; Iulianus)",NA,NA,NA,"M","9",NA,NA,NA,NA,NA
"41",175,"HD014086","Dal","hr",25,10,"Iader, bei","Biograd na Moru","Zadarska županija","{Bošana}",197312,"43.948464431,15.444150312",NA,NA,3204121,NA,NA,NA,NA,"titsac",22,22,"Statuenbasis",NA,"Kalkstein",NA,NA,NA,NA,NA,NA,NA,NA,"L",NA,NA,101,300,NA,NA,"a",NA,NA,NA,NA,NA,"Feraudi","2011-11-22",2,181896,6068,"Liber[---] / Hiberus vili[cus ---]","LIBER[ ] / HIBERVS VILI[ ]","AE 2004, 1116. # N. Urodna, Obavijesti 36, 1, 2004, 80-83; sl. 2. - AE 2004. # ILJug 0873. #",NA,"Basis einer Liber-Pater-Statue. Inschriftträger nach ILJug: Epistyl.",NA,NA,NA,NA,NA,NA,"Hiberus",NA,NA,"Hiberus",NA,NA,NA,"M","4",NA,NA,NA,NA,NA
"42",178,"HD014606","Dal","ba",8,8,NA,"Novi Grad","Republika Srpska","{Maslovare}, Majdanište",NA,"45.014331177,16.438808441",NA,NA,3282851,NA,1962,"Sarajevo, Zem. Muz.",NA,"titsac",22,22,"Altar",NA,NA,102,48,24,NA,NA,"4.5-6",NA,NA,"L",NA,NA,171,250,NA,NA,"ab",NA,NA,"J",NA,NA,"Gräf","2009-05-18",12,181899,5686,"I(ovi) O(ptimo) M(aximo) D(olicheno) et Castori(bus?) // M(arcus) Aur(elius) Flav(u)s s(acerdos) I(ovis) O(ptimi) / M(aximi) D(olicheni) v(otum) s(olvit) l(ibens) l(aetus) m(erito)","I O M D ET CASTORI / / M AVR FLAVS S I O / M D V S L L M","AE 1968, 0415. (B) # D. Sergejevski, GlasSarajevo 20, 1965, 7-15; sl. 1. 2a u. b (Zeichnungen). (B) - AE 1968. # S. Sanie, StCercIstorV 18, 1967, 707-712; sl. 1. (B) - AE 1968. # ILJug 0764. # CCID 125; Taf. 28, 125. (B) # E. Imamović, Antički kultni i votivni spomenici na području Bosne i Hercegovine (Sarajevo 1977) 440, Nr. 215; Foto. (B) #",NA,"Z. 1 befindet sich auf der corona, Z. 2-3 auf der crepido. Auf dem oberen Teil der corona Darstellung eines Adlers; auf dem Mittelteil Darstellung der beiden Castores Dolicheni mit Mauerkronen. (B): Sergejevski: Z. 1: Cas[io]; Sanie, AE 1968: Z. 1: Castor(i); CCID: Z. 1: Castor(ibus); Imamović: Z. 1: Cas[to(ri)]; Sergejevski, Sanie, AE 1968; CCID; Imamović: Z. 2 (Ende): O nicht gelesen; Imamović: Z. 3: s(olvit) l(aetus) m(erito).",NA,NA,NA,NA,NA,NA,"M. Aur. Flavs.","M.","Aurelius*","Flavus*",NA,NA,NA,"M",NA,NA,NA,NA,NA,NA
"43",179,"HD014694","Dal","hr",25,10,"Alveria, bei","Lišane Ostrovičke","Zadarska županija","{Ostrovica}",197111,"43.95889,15.79361",NA,NA,3193823,NA,1885,"Šibenik, Muz. grada Šibenika",NA,"titsac",22,22,"Altar",NA,NA,70,44,30,NA,NA,NA,NA,NA,"L",NA,NA,151,300,NA,NA,"a",NA,NA,NA,NA,NA,"Gräf","2015-12-16",30,181900,6540,"I(ovi) O(ptimo) M(aximo) / Iulius Ge/minus / ex voto sus/cepto","I O M / IVLIVS GE / MINVS / EX VOTO SVS / CEPTO","CIL 03, 14978. # I. Pedišić, BAHD 86, 1993, 184. # M. Šegvić, OpuscArchZagreb 20, 1996, 134, Nr. 24. # C. Patsch, WMBH 7, 1900, 98, Nr. 20. # S. Bekavac - I. Glavaš, Diadora 25, 2011, 76-77. #",NA,NA,NA,NA,NA,NA,NA,NA,"Iulius Geminus",NA,"Iulius","Geminus",NA,NA,NA,"M",NA,NA,NA,NA,NA,NA
"44",180,"HD014697","Dal","hr",25,10,"Burnum","Kistanje","Šibensko-kninska županija","Ivoševci, bei, {Šuplja Crkva (Archi Romani)}",197184,"44.018002707,16.025812625",NA,NA,3199030,NA,NA,"Knin, Muz. Kninske krajine",NA,"titsac",22,22,"Altar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L",NA,NA,151,200,NA,NA,"a",NA,NA,NA,NA,"J","Gräf","2020-11-04",30,181901,6278,"Herculi sa[c(rum)] / Claudius / Peregrinu[s] / dec(urio) coh(ortis) I Be[l]/garum v(otum) s(olvit) / l(ibens) m(erito)","HERCVLI SA[ ] / CLAVDIVS / PEREGRINV[ ] / DEC COH I BE[ ] / GARVM V S / L M","CIL 03, 14980. (B) # M. Sanader, OpuscArchZagreb 18, 1994, 97, Nr. 8. (B) #",NA,"Zeilenlinien für die Beschriftung. (B): CIL III: Z. 1: sa(crum); Sanader: Z. 1: sa[crum].",NA,"b",NA,NA,NA,"http://lupa.at/23024","Claudius Peregrinu[s]",NA,"Claudius","Peregrinus+",NA,NA,NA,"M","9",NA,NA,NA,NA,NA
